Participant,Age,NineEnd,EndDigit,Happy,Married,Children,Gender,LiveParents,Employed,Meaning
359,60,0,0,2,1,3,1,2,1,3
360,61,0,1,2,1,4,1,1,1,4
361,27,0,7,2,6,0,2,1,5,4
363,25,0,5,2,6,0,1,1,6,3
365,34,0,4,2,1,1,2,2,5,4
366,31,0,1,2,6,0,2,1,1,4
367,31,0,1,2,6,0,1,2,1,4
368,35,0,5,1,6,0,1,1,6,3
369,44,0,4,2,1,2,1,2,7,2
370,43,0,3,3,4,2,2,2,5,3
371,46,0,6,2,1,2,1,2,7,3
372,50,0,0,4,4,0,2,2,7,3
373,56,0,6,2,1,3,1,2,8,4
375,62,0,2,2,1,0,1,2,1,2
376,59,9,9,2,1,1,2,2,5,3
377,32,0,2,2,1,2,2,2,5,3
378,63,0,3,2,1,2,2,2,4,4
380,42,0,2,1,1,3,2,2,5,3
381,42,0,2,2,1,2,1,1,1,3
382,43,0,3,3,1,2,2,2,2,3
383,45,0,5,2,1,2,1,2,1,4
385,35,0,5,2,6,0,2,2,5,4
386,35,0,5,2,1,1,1,2,1,3
387,51,0,1,2,1,3,1,2,3,2
388,34,0,4,3,6,0,1,2,1,4
390,62,0,2,2,1,5,2,2,3,4
395,32,0,2,3,6,0,1,2,1,3
396,37,0,7,2,6,0,1,1,1,3
397,32,0,2,2,6,0,2,2,1,3
398,38,0,8,2,1,1,2,2,5,3
399,48,0,8,2,1,2,1,1,1,3
400,48,0,8,3,1,2,2,1,8,4
401,46,0,6,2,1,2,2,2,1,3
402,52,0,2,2,1,2,1,2,8,3
403,51,0,1,2,1,2,2,2,5,3
409,30,0,0,1,6,0,2,1,1,3
410,30,0,0,1,6,0,1,2,2,3
411,34,0,4,2,1,2,1,1,3,4
412,45,0,5,2,1,2,2,2,5,3
413,44,0,4,2,1,2,2,2,5,2
414,48,0,8,1,1,2,1,2,1,4
415,46,0,6,2,1,3,1,2,1,4
416,53,0,3,3,1,2,1,2,2,3
417,52,0,2,2,1,4,2,2,5,3
419,61,0,1,2,5,2,2,2,5,3
420,63,0,3,2,1,4,2,2,5,3
421,55,0,5,2,1,2,1,1,8,4
422,31,0,1,2,1,1,2,2,1,4
423,48,0,8,2,1,2,1,2,8,3
424,37,0,7,1,1,2,1,2,1,4
425,30,0,0,2,6,0,1,2,1,4
426,50,0,0,2,1,2,2,2,8,4
427,47,0,7,3,1,5,2,2,5,3
428,60,0,0,2,4,2,2,2,3,4
430,61,0,1,2,1,2,1,2,8,1
431,40,0,0,2,1,2,2,2,5,3
434,29,9,9,2,6,0,2,1,1,4
437,40,0,0,2,1,2,2,2,5,3
438,26,0,6,2,6,0,1,1,1,3
439,31,0,1,3,6,0,2,2,2,4
440,33,0,3,2,1,1,2,2,5,4
441,32,0,2,2,6,0,1,2,1,3
443,41,0,1,2,1,2,1,2,7,1
444,25,0,5,2,6,0,2,1,1,3
445,52,0,2,2,1,2,1,2,1,2
447,50,0,0,2,1,2,2,2,2,2
448,47,0,7,3,1,1,1,2,1,4
449,62,0,2,2,2,1,2,2,8,4
450,61,0,1,3,1,2,2,2,4,3
451,30,0,0,2,1,2,2,1,1,4
452,45,0,5,2,1,1,2,2,5,3
453,42,0,2,2,1,2,2,2,5,4
454,27,0,7,3,6,0,2,1,1,4
455,25,0,5,2,6,0,1,1,7,3
456,37,0,7,2,6,0,2,2,1,3
457,37,0,7,2,6,0,1,1,1,3
458,30,0,0,2,6,0,1,2,1,1
459,28,0,8,2,2,0,2,2,1,2
460,29,9,9,2,2,0,1,2,1,4
461,54,0,4,2,1,2,2,2,5,4
464,54,0,4,2,1,3,1,2,1,3
465,48,0,8,2,1,2,1,2,1,3
466,61,0,1,2,5,3,2,2,8,3
467,62,0,2,2,1,4,1,2,8,2
468,63,0,3,2,1,3,1,2,8,3
469,43,0,3,2,1,2,1,2,3,4
470,54,0,4,1,1,2,2,2,2,3
471,57,0,7,1,1,2,1,2,1,4
472,42,0,2,2,1,2,1,2,3,3
474,31,0,1,1,1,1,1,2,1,4
476,32,0,2,2,6,0,2,1,1,3
477,47,0,7,1,1,3,2,2,6,3
478,45,0,5,2,2,2,2,2,5,3
479,32,0,2,2,6,0,2,1,2,4
482,58,0,8,2,1,3,2,1,5,3
483,44,0,4,1,1,3,2,2,5,3
484,55,0,5,2,1,2,1,2,1,3
485,35,0,5,2,1,1,1,2,1,4
486,25,0,5,2,6,0,1,1,6,4
487,30,0,0,2,1,0,2,1,1,4
489,40,0,0,2,1,2,2,2,3,4
490,30,0,0,1,6,0,1,1,1,4
491,44,0,4,2,1,2,2,2,5,3
492,30,0,0,2,6,0,2,2,6,2
493,63,0,3,1,1,4,2,2,5,3
496,59,9,9,2,1,3,1,2,1,3
497,35,0,5,1,1,2,1,2,3,4
498,38,0,8,2,1,2,1,2,1,3
499,28,0,8,2,6,0,1,2,1,3
500,56,0,6,2,1,3,1,2,1,4
501,30,0,0,2,6,0,2,1,1,4
502,48,0,8,2,1,3,2,2,5,3
503,33,0,3,2,1,0,1,2,1,3
504,33,0,3,2,6,0,1,2,1,4
506,28,0,8,2,6,0,2,1,6,3
510,57,0,7,2,1,3,2,2,5,3
513,43,0,3,1,1,2,1,2,1,3
515,52,0,2,2,4,1,2,2,5,4
522,32,0,2,2,6,0,2,1,1,4
523,25,0,5,3,6,0,1,1,7,4
524,49,9,9,2,1,3,2,1,3,3
525,32,0,2,1,6,0,1,2,3,4
526,57,0,7,2,1,3,2,2,5,4
527,62,0,2,2,1,3,2,2,5,3
529,56,0,6,2,1,2,1,2,7,3
530,40,0,0,2,1,0,2,2,5,3
531,49,9,9,3,1,2,1,2,1,3
532,32,0,2,2,1,0,1,2,1,3
533,29,9,9,2,1,1,1,2,1,2
534,44,0,4,3,1,1,1,2,1,2
535,45,0,5,2,1,2,2,2,2,3
536,31,0,1,2,6,0,1,1,1,3
537,28,0,8,2,6,0,2,1,1,3
538,37,0,7,2,1,1,2,2,5,4
539,29,9,9,2,6,0,1,2,1,3
540,62,0,2,2,5,4,1,2,4,2
541,45,0,5,2,1,2,2,2,2,3
542,53,0,3,1,1,3,2,2,5,4
543,45,0,5,3,1,1,1,1,1,3
544,48,0,8,2,1,1,2,2,5,2
545,27,0,7,2,1,1,1,2,1,4
546,28,0,8,3,1,2,1,2,2,4
547,53,0,3,1,6,0,1,2,7,2
548,62,0,2,2,1,4,2,2,5,4
549,28,0,8,2,6,0,2,2,1,3
552,32,0,2,2,1,1,2,2,5,3
553,32,0,2,2,1,0,1,2,1,3
554,31,0,1,1,1,1,1,2,1,4
555,35,0,5,2,1,2,2,2,1,3
556,33,0,3,3,6,0,1,1,1,4
557,34,0,4,2,6,0,1,1,3,2
558,26,0,6,2,6,0,1,1,1,3
559,42,0,2,2,1,2,1,2,1,4
560,40,0,0,2,1,2,1,1,1,3
561,50,0,0,2,1,2,1,2,8,1
566,33,0,3,2,6,0,2,1,3,4
567,46,0,6,2,5,2,2,2,3,4
568,42,0,2,2,1,2,2,2,5,3
569,55,0,5,2,1,2,2,2,5,3
572,45,0,5,3,1,3,2,2,2,4
573,36,0,6,1,1,0,2,2,2,3
574,42,0,2,2,1,2,2,2,1,3
575,34,0,4,3,1,2,2,2,8,4
576,62,0,2,3,1,2,2,2,4,3
577,50,0,0,2,1,2,2,2,5,3
581,30,0,0,2,6,0,1,1,1,4
582,30,0,0,2,1,1,1,2,1,4
583,40,0,0,2,1,2,1,2,7,1
584,50,0,0,3,3,2,1,2,3,4
586,47,0,7,2,6,0,2,1,7,4
587,47,0,7,2,1,3,2,1,8,4
588,30,0,0,1,1,1,2,2,5,4
589,45,0,5,2,1,1,1,2,3,4
592,32,0,2,2,6,0,1,1,1,4
595,57,0,7,2,1,4,2,2,1,3
597,46,0,6,1,5,7,1,2,1,3
599,25,0,5,2,6,0,2,1,8,4
600,57,0,7,2,1,2,1,2,1,3
601,25,0,5,2,6,0,1,1,6,4
605,34,0,4,2,6,0,1,1,1,3
606,38,0,8,2,6,0,1,1,1,3
607,46,0,6,3,1,2,2,2,5,4
608,49,9,9,2,1,2,1,2,1,3
609,31,0,1,2,1,3,2,1,5,3
610,33,0,3,4,1,1,2,1,1,4
611,47,0,7,2,1,2,2,2,5,4
612,50,0,0,2,1,2,1,2,8,4
613,63,0,3,2,1,3,1,1,2,4
615,51,0,1,2,6,0,2,2,2,3
616,63,0,3,2,1,5,2,2,5,3
617,46,0,6,2,1,2,2,2,5,4
618,45,0,5,2,1,3,2,2,2,3
619,60,0,0,2,1,1,2,2,5,4
620,29,9,9,2,6,0,2,1,1,4
621,34,0,4,1,1,1,2,2,5,3
622,32,0,2,1,1,1,2,2,5,4
623,53,0,3,2,1,2,2,1,8,3
626,33,0,3,1,1,0,1,2,1,3
627,42,0,2,2,1,2,1,2,1,3
628,44,0,4,2,1,2,1,2,1,3
629,57,0,7,1,1,3,1,1,8,3
631,28,0,8,2,6,0,1,1,8,4
632,34,0,4,3,1,2,2,2,8,4
633,42,0,2,2,1,2,2,2,1,3
634,60,0,0,2,1,2,1,2,3,4
635,30,0,0,2,6,0,2,1,8,4
636,56,0,6,3,1,2,1,2,4,3
637,57,0,7,2,1,2,2,2,5,4
638,42,0,2,2,1,2,1,2,1,3
639,35,0,5,2,1,1,1,2,3,4
640,27,0,7,2,1,0,2,2,6,4
641,61,0,1,2,1,1,2,2,5,4
642,42,0,2,2,1,2,2,2,1,4
643,32,0,2,2,1,1,1,2,1,4
644,26,0,6,2,6,0,1,1,8,3
645,29,9,9,2,6,0,1,2,1,3
647,64,0,4,2,1,2,2,2,5,2
648,50,0,0,3,1,1,2,2,5,3
649,48,0,8,2,1,3,2,2,5,4
650,39,9,9,2,1,2,2,2,2,3
651,48,0,8,3,1,2,2,1,2,4
654,34,0,4,2,6,0,1,1,3,2
655,30,0,0,2,6,0,1,2,1,3
656,48,0,8,3,1,2,1,1,7,3
657,45,0,5,1,1,2,1,2,3,3
658,50,0,0,2,1,2,1,2,8,4
659,64,0,4,2,5,1,1,1,1,4
660,28,0,8,2,6,0,1,2,1,3
661,47,0,7,2,1,2,2,2,5,4
662,31,0,1,2,1,3,2,1,5,3
663,25,0,5,2,6,0,2,1,6,3
664,52,0,2,2,1,4,2,2,5,3
667,49,9,9,2,1,2,2,2,5,3
668,35,0,5,3,1,2,2,1,8,4
671,34,0,4,2,1,2,1,1,3,4
672,38,0,8,2,1,2,1,2,1,3
673,44,0,4,2,1,2,1,2,1,4
674,53,0,3,3,1,2,1,2,2,3
675,62,0,2,2,1,3,1,2,4,3
676,37,0,7,2,1,0,1,2,1,3
677,54,0,4,2,1,2,1,1,3,4
678,45,0,5,2,1,3,2,2,2,3
679,57,0,7,2,1,4,2,2,5,4
680,45,0,5,3,3,2,1,1,3,4
682,36,0,6,1,1,0,2,2,2,3
683,35,0,5,2,6,0,2,2,1,2
684,42,0,2,1,1,1,1,2,1,4
686,46,0,6,2,1,2,2,2,5,4
687,64,0,4,2,1,5,1,2,4,2
689,63,0,3,2,1,5,2,2,5,3
691,25,0,5,2,6,0,2,1,8,4
692,30,0,0,1,1,1,2,2,5,4
693,46,0,6,2,6,0,2,1,7,4
694,50,0,0,2,1,2,2,2,8,4
695,61,0,1,2,5,2,2,2,5,3
697,30,0,0,2,1,1,2,2,5,4
701,34,0,4,2,1,2,1,2,8,3
702,35,0,5,1,1,1,1,1,7,3
703,48,0,8,1,1,2,1,2,1,4
704,57,0,7,2,1,2,1,2,1,3
705,62,0,2,4,1,6,1,2,7,4
706,63,0,3,2,1,4,2,2,5,3
707,51,0,1,2,1,2,2,2,8,4
708,43,0,3,3,1,1,2,2,8,4
710,31,0,1,2,1,1,2,2,5,4
711,43,0,3,2,1,1,2,2,5,3
712,28,0,8,2,1,2,2,2,5,4
713,28,0,8,2,6,0,1,1,8,4
714,32,0,2,2,6,0,1,1,8,4
715,38,0,8,2,1,1,1,2,1,3
716,40,0,0,3,1,1,1,1,2,4
717,49,9,9,2,1,2,1,2,1,3
718,55,0,5,2,1,2,1,2,8,4
720,61,0,1,1,1,5,1,2,2,2
721,26,0,6,2,1,2,2,2,5,4
722,28,0,8,2,1,2,2,2,5,3
723,33,0,3,2,1,2,2,2,5,4
724,36,0,6,2,1,2,2,2,5,3
725,45,0,5,2,1,2,2,2,5,3
726,47,0,7,2,1,2,2,2,5,3
727,51,0,1,3,1,5,2,2,3,3
731,34,0,4,1,1,2,1,2,1,4
732,34,0,4,2,1,2,1,2,8,3
733,41,0,1,1,1,2,1,2,1,4
734,57,0,7,1,5,2,1,2,1,4
735,61,0,1,1,1,5,1,2,2,2
736,51,0,1,3,1,5,2,2,3,3
738,60,0,0,3,1,2,2,2,8,2
739,43,0,3,4,1,2,2,2,5,3
740,39,9,9,1,1,3,2,2,5,4
742,49,9,9,2,1,3,2,2,5,3
743,25,0,5,2,6,0,1,1,1,3
745,32,0,2,2,6,0,1,2,1,2
746,37,0,7,1,1,2,1,2,8,4
747,41,0,1,1,1,2,1,2,1,4
748,40,0,0,2,6,0,1,2,8,4
749,57,0,7,1,5,2,1,2,1,4
750,61,0,1,3,1,2,1,2,2,4
751,29,9,9,2,1,2,2,2,5,3
752,28,0,8,2,1,2,2,2,5,4
755,30,0,0,2,6,0,1,1,1,3
756,32,0,2,2,1,2,1,2,1,4
757,36,0,6,2,1,2,2,2,5,4
758,33,0,3,2,1,2,2,2,5,4
759,42,0,2,2,1,3,2,2,5,4
760,42,0,2,2,1,1,1,2,8,3
761,42,0,2,2,1,2,2,2,5,3
762,51,0,1,2,1,2,1,2,3,2
763,52,0,2,2,1,2,2,2,5,3
765,63,0,3,1,1,3,2,2,5,4
766,63,0,3,2,1,4,1,2,4,3
767,46,0,6,2,1,3,1,2,1,3
768,45,0,5,3,1,3,2,2,2,4
769,52,0,2,2,1,2,2,2,5,3
771,25,0,5,1,6,0,1,1,6,4
773,32,0,2,1,1,1,2,2,1,3
774,54,0,4,2,1,1,1,2,3,3
775,35,0,5,2,1,2,1,2,1,3
777,48,0,8,3,1,2,2,2,5,3
778,34,0,4,2,1,1,2,1,1,4
779,42,0,2,2,1,2,1,2,1,3
780,60,0,0,3,1,3,2,2,5,3
781,28,0,8,2,1,2,2,2,5,4
782,33,0,3,2,1,1,2,2,5,4
783,35,0,5,2,1,1,2,2,1,3
784,48,0,8,2,1,2,2,2,5,4
786,61,0,1,2,1,3,2,1,1,3
787,52,0,2,1,1,1,2,2,8,4
788,45,0,5,2,5,1,2,2,5,4
789,28,0,8,2,6,0,1,1,8,4
791,38,0,8,1,1,1,1,2,1,3
792,31,0,1,2,6,0,1,2,1,3
793,44,0,4,2,1,2,1,2,1,3
794,50,0,0,2,1,2,1,2,1,4
797,42,0,2,2,1,2,2,2,5,4
798,32,0,2,2,1,1,2,2,5,4
799,59,9,9,2,1,1,2,2,5,4
800,61,0,1,2,1,1,2,2,5,4
801,42,0,2,1,1,2,2,2,5,4
802,38,0,8,2,1,2,2,2,5,4
805,35,0,5,1,1,1,1,1,7,3
806,33,0,3,3,6,0,1,1,1,4
807,40,0,0,2,1,2,1,1,1,3
808,43,0,3,2,1,3,1,2,1,4
809,50,0,0,2,1,2,1,2,8,3
810,62,0,2,2,5,3,1,2,7,3
811,26,0,6,3,6,0,2,2,2,3
812,29,9,9,2,1,1,2,1,8,4
813,38,0,8,2,1,2,2,2,1,4
815,33,0,3,3,1,2,2,2,5,3
816,46,0,6,2,1,2,2,2,1,3
817,25,0,5,2,6,0,1,2,8,4
818,46,0,6,2,1,2,2,2,1,3
819,38,0,8,2,1,2,2,2,1,4
820,54,0,4,2,1,3,2,2,5,3
822,63,0,3,4,5,4,2,2,5,4
823,30,0,0,2,6,0,1,1,1,3
824,52,0,2,2,1,2,1,2,8,3
826,42,0,2,2,1,1,2,2,5,3
827,30,0,0,2,6,0,2,1,1,3
828,40,0,0,2,1,2,1,2,1,4
829,37,0,7,3,6,0,1,2,1,3
830,36,0,6,2,1,2,1,2,1,3
831,27,0,7,3,6,0,1,1,1,3
832,28,0,8,2,6,0,1,2,1,3
833,28,0,8,2,6,0,2,1,2,3
834,58,0,8,2,1,2,1,2,1,3
835,40,0,0,2,1,2,1,2,1,4
836,43,0,3,2,1,1,2,2,5,3
837,64,0,4,2,1,2,2,2,5,2
839,64,0,4,1,1,3,2,2,5,3
840,54,0,4,1,1,2,2,2,5,3
841,29,9,9,1,1,1,1,2,1,4
842,35,0,5,2,1,0,2,2,1,3
843,28,0,8,2,1,1,2,2,1,2
844,55,0,5,2,1,2,1,2,1,3
845,30,0,0,2,6,0,1,1,1,3
846,34,0,4,2,1,2,1,2,1,4
847,40,0,0,2,1,2,1,2,1,3
848,38,0,8,2,1,1,2,1,1,4
849,62,0,2,2,5,3,2,2,7,4
850,60,0,0,2,1,3,1,2,4,3
851,50,0,0,1,1,2,2,2,5,3
852,40,0,0,2,3,1,2,2,2,4
853,42,0,2,1,1,3,2,2,5,3
855,63,0,3,2,1,2,2,2,4,4
856,42,0,2,2,1,2,2,2,1,2
857,56,0,6,2,1,2,2,2,8,4
858,37,0,7,2,1,2,2,2,1,3
859,40,0,0,1,1,1,1,2,1,3
860,34,0,4,2,1,2,2,1,1,3
861,28,0,8,2,6,0,2,1,1,3
862,50,0,0,2,1,2,1,1,1,4
863,35,0,5,1,1,3,1,1,1,3
864,44,0,4,2,1,2,1,2,1,3
865,27,0,7,2,6,0,1,2,1,4
867,42,0,2,2,1,2,2,2,1,2
868,64,0,4,2,1,3,1,1,8,3
871,31,0,1,2,1,1,1,1,1,3
872,39,9,9,3,4,2,2,2,1,4
873,36,0,6,1,2,2,2,2,5,3
876,28,0,8,2,6,0,2,1,8,3
877,62,0,2,2,1,3,1,1,8,3
879,64,0,4,3,1,3,2,2,5,2
880,53,0,3,2,1,2,1,2,3,4
881,55,0,5,2,1,3,2,2,5,4
882,43,0,3,3,1,1,2,2,5,4
883,40,0,0,2,1,3,2,1,1,3
884,42,0,2,3,3,2,2,2,1,4
885,49,9,9,2,1,2,1,2,3,4
887,28,0,8,2,1,2,2,2,5,4
888,29,9,9,2,1,1,2,2,5,2
889,34,0,4,2,1,2,1,2,1,4
890,31,0,1,2,1,2,1,2,1,3
891,33,0,3,2,1,2,2,2,5,3
892,41,0,1,3,1,1,2,2,5,4
893,41,0,1,2,1,2,2,2,2,4
894,40,0,0,1,1,3,1,2,1,4
895,41,0,1,2,1,2,1,2,1,3
896,52,0,2,2,1,3,1,2,1,3
897,52,0,2,2,1,2,2,2,5,3
898,64,0,4,3,1,4,1,2,8,3
900,62,0,2,2,1,3,2,2,5,1
905,34,0,4,2,1,1,1,2,3,3
906,36,0,6,2,1,1,1,2,8,3
907,35,0,5,2,1,2,2,2,5,3
908,33,0,3,2,1,1,2,2,5,4
909,48,0,8,2,1,2,1,2,4,3
910,40,0,0,2,1,1,2,2,3,3
911,44,0,4,1,1,2,2,2,3,3
912,55,0,5,2,1,3,1,2,1,3
913,50,0,0,2,1,1,2,2,5,4
916,59,9,9,2,1,3,1,2,1,3
917,34,0,4,2,1,0,1,2,1,3
918,43,0,3,1,1,2,1,2,1,3
919,32,0,2,2,6,0,2,1,1,4
920,28,0,8,2,6,0,2,1,1,3
921,44,0,4,2,1,2,1,2,1,3
923,33,0,3,2,1,2,1,2,1,3
924,33,0,3,2,1,2,2,2,5,3
925,41,0,1,3,1,1,2,2,5,4
926,41,0,1,2,1,2,2,2,2,4
928,63,0,3,2,1,3,2,2,5,1
929,51,0,1,2,1,1,2,2,5,4
931,42,0,2,2,1,2,1,2,3,3
932,61,0,1,2,5,3,2,2,8,3
933,63,0,3,2,1,3,1,2,8,3
934,32,0,2,2,6,0,2,1,1,3
935,58,0,8,2,1,3,2,1,5,3
936,35,0,5,2,1,1,1,2,1,4
937,46,0,6,1,1,2,1,1,8,4
938,50,0,0,2,1,2,1,1,1,3
940,31,0,1,2,6,0,1,1,1,3
941,49,9,9,3,1,2,2,2,5,2
942,27,0,7,2,1,1,2,2,8,4
943,28,0,8,1,6,0,2,2,8,3
944,25,0,5,1,6,0,1,1,6,4
945,30,0,0,2,6,0,2,2,2,4
946,63,0,3,2,1,3,1,2,8,3
947,57,0,7,1,1,2,1,2,1,4
948,32,0,2,2,6,0,2,1,1,3
949,31,0,1,2,6,0,2,1,2,4
950,25,0,5,2,6,0,1,1,6,4
951,30,0,0,1,6,0,1,1,1,4
954,46,0,6,2,1,3,1,2,8,4
955,28,0,8,2,6,0,1,1,1,3
956,45,0,5,2,1,2,1,2,1,3
957,49,9,9,3,1,2,2,2,5,2
958,54,0,4,2,1,3,2,1,5,2
959,60,0,0,2,1,3,1,1,8,4
960,43,0,3,1,1,3,2,2,5,4
961,63,0,3,2,1,3,1,2,8,3
962,57,0,7,1,1,2,1,2,1,4
963,42,0,2,2,1,2,1,2,3,3
964,42,0,2,2,1,2,1,2,3,3
965,44,0,4,1,1,3,2,2,5,3
969,31,0,1,2,6,0,1,1,1,3
970,35,0,5,3,1,1,1,2,1,4
972,28,0,8,2,6,0,1,1,1,3
973,35,0,5,1,6,0,2,1,1,4
974,30,0,0,2,6,0,2,2,2,4
975,50,0,0,1,1,3,2,2,5,3
976,62,0,2,2,1,4,1,2,8,2
977,43,0,3,2,1,2,1,2,3,4
978,43,0,3,2,1,2,1,2,3,4
979,54,0,4,1,1,2,2,2,2,3
980,57,0,7,1,1,2,1,2,1,4
982,25,0,5,2,6,0,1,1,6,4
984,39,9,9,2,1,2,2,2,8,3
985,40,0,0,2,1,2,2,2,5,3
986,64,0,4,2,5,4,2,2,5,2
987,33,0,3,2,6,0,2,2,1,4
988,33,0,3,2,6,0,1,2,2,3
989,30,0,0,1,6,0,1,2,1,4
991,46,0,6,1,1,2,1,1,8,4
992,50,0,0,2,1,2,1,1,1,3
993,63,0,3,2,1,4,1,2,7,4
995,43,0,3,2,1,3,2,2,8,4
996,31,0,1,2,6,0,1,1,1,3
997,61,0,1,2,1,3,2,1,5,3
998,35,0,5,3,1,1,1,2,1,4
1000,38,0,8,2,1,2,2,2,8,3
1001,40,0,0,2,1,2,2,2,5,3
1002,43,0,3,2,1,2,2,2,5,4
1004,46,0,6,2,1,3,1,2,8,4
1006,64,0,4,2,5,4,2,2,5,2
1007,62,0,2,2,1,4,1,2,8,2
1008,27,0,7,3,6,0,2,1,7,3
1009,25,0,5,2,6,0,2,1,6,3
1010,33,0,3,2,1,1,1,1,1,3
1011,30,0,0,2,6,0,1,1,1,3
1012,33,0,3,2,6,0,2,2,1,4
1013,37,0,7,2,1,2,2,2,1,3
1014,28,0,8,2,6,0,1,1,1,3
1015,41,0,1,2,1,1,1,2,1,3
1016,45,0,5,2,1,2,1,2,1,3
1017,49,9,9,3,1,2,2,2,5,2
1018,58,0,8,2,1,3,1,2,4,4
1019,54,0,4,2,1,3,2,1,5,2
1020,60,0,0,2,1,3,1,1,8,4
1021,26,0,6,2,1,1,2,2,8,4
1022,28,0,8,2,6,0,1,1,1,3
1023,28,0,8,1,6,0,2,2,8,3
1024,40,0,0,2,1,2,1,2,1,4
1026,27,0,7,1,1,1,1,1,1,4
1027,32,0,2,1,1,3,2,2,8,4
1028,37,0,7,1,6,0,1,2,1,4
1029,33,0,3,1,6,0,2,1,1,4
1030,38,0,8,2,1,2,2,2,1,4
1032,32,0,2,2,1,3,1,2,2,3
1033,37,0,7,2,6,0,1,1,1,3
1034,30,0,0,2,6,0,1,1,1,3
1035,45,0,5,2,1,2,1,2,1,3
1036,63,0,3,2,1,4,1,2,4,3
1037,43,0,3,2,1,3,1,2,1,4
1039,43,0,3,1,1,3,2,2,5,4
1040,33,0,3,2,6,0,1,2,2,3
1041,60,0,0,2,1,2,2,1,5,3
1042,33,0,3,2,6,2,2,2,1,3
1043,30,0,0,1,6,0,1,2,1,4
1044,25,0,5,1,6,0,1,1,6,4
1045,62,0,2,1,1,4,2,2,5,2
1046,45,0,5,1,1,2,1,2,1,3
1047,52,0,2,1,1,4,1,2,1,3
1048,30,0,0,2,6,0,2,2,2,4
1049,50,0,0,1,1,3,2,2,5,3
1050,64,0,4,2,1,3,1,2,8,3
1053,34,0,4,2,6,0,2,2,1,3
1054,39,9,9,2,1,0,2,2,3,3
1055,45,0,5,2,1,1,2,2,1,4
1056,47,0,7,2,1,1,2,2,5,3
1057,54,0,4,1,1,2,2,2,5,3
1058,61,0,1,4,5,4,2,2,5,4
1060,31,0,1,2,1,0,1,2,1,3
1061,30,0,0,2,6,0,1,2,1,3
1062,40,0,0,2,1,2,1,2,8,3
1063,51,0,1,2,1,2,1,1,1,3
1065,62,0,2,2,1,2,1,2,1,4
1067,64,0,4,1,1,3,2,2,5,3
1069,53,0,3,2,1,3,2,2,5,3
1070,51,0,1,2,1,2,1,2,1,3
1071,48,0,8,2,1,2,2,2,5,4
1072,42,0,2,2,1,1,1,2,1,4
1073,47,0,7,2,1,2,1,2,1,3
1074,34,0,4,2,1,1,2,2,5,3
1075,33,0,3,2,1,1,2,2,1,3
1079,32,0,2,1,1,2,1,1,1,4
1080,36,0,6,2,1,1,1,2,1,3
1081,63,0,3,3,5,2,2,2,5,3
1082,38,0,8,2,1,2,1,2,1,3
1083,32,0,2,2,1,2,1,2,1,4
1087,38,0,8,2,1,2,2,2,5,3
1088,37,0,7,3,1,2,2,2,5,3
1089,48,0,8,2,1,2,1,2,8,3
1090,48,0,8,1,1,2,1,2,1,3
1091,47,0,7,2,1,2,2,2,5,4
1092,40,0,0,2,1,2,2,2,5,4
1093,54,0,4,2,1,2,1,2,4,3
1094,50,0,0,2,1,2,2,2,5,4
1095,60,0,0,2,1,2,1,2,4,2
1098,35,0,5,1,1,1,1,2,1,2
1099,43,0,3,2,1,2,1,2,1,4
1100,40,0,0,2,1,3,1,2,1,3
1101,50,0,0,2,1,2,1,2,1,4
1102,64,0,4,3,1,4,1,2,4,4
1103,62,0,2,3,1,3,1,1,2,3
1105,36,0,6,2,1,1,2,1,1,3
1106,36,0,6,1,1,2,2,1,1,3
1107,41,0,1,2,1,2,2,2,5,3
1108,54,0,4,2,1,3,2,2,5,3
1109,50,0,0,2,1,2,2,1,5,3
1110,64,0,4,2,1,2,2,2,5,2
1113,32,0,2,2,1,1,1,2,1,3
1114,32,0,2,2,1,0,1,2,1,3
1115,31,0,1,2,1,0,2,2,1,4
1116,31,0,1,2,1,3,2,2,4,3
1117,45,0,5,1,1,2,1,2,1,3
1118,44,0,4,2,1,2,1,2,2,4
1119,40,0,0,2,3,1,2,2,2,4
1120,42,0,2,2,4,1,2,2,1,3
1121,53,0,3,3,1,1,1,2,1,3
1122,50,0,0,1,1,2,2,2,5,3
1123,60,0,0,2,1,3,1,2,4,3
1124,62,0,2,2,1,3,2,2,3,3
1125,62,0,2,2,5,3,2,2,7,4
1126,47,0,7,2,1,2,1,2,8,3
1127,44,0,4,3,1,1,1,2,3,3
1130,27,0,7,2,6,0,2,1,1,3
1131,25,0,5,2,6,0,1,1,6,3
1132,29,9,9,2,1,1,1,2,1,3
1133,34,0,4,2,1,2,2,2,1,3
1134,32,0,2,2,1,1,2,2,5,3
1135,35,0,5,2,1,2,1,2,2,3
1136,42,0,2,2,1,1,2,2,1,3
1137,52,0,2,2,1,2,2,2,2,3
1138,55,0,5,2,1,3,2,1,5,3
1139,51,0,1,3,1,2,1,1,8,3
1140,64,0,4,2,1,6,2,2,5,3
1141,40,0,0,2,1,2,1,2,3,3
1142,34,0,4,1,1,2,2,1,1,4
1143,32,0,2,2,1,2,2,2,1,1
1144,61,0,1,2,1,2,1,1,8,4
1145,53,0,3,2,1,2,2,2,3,4
1146,28,0,8,2,1,2,2,2,8,3
1147,45,0,5,3,1,2,1,2,1,4
1148,28,0,8,2,6,0,2,1,7,3
1149,48,0,8,2,1,1,2,2,8,4
1150,32,0,2,2,6,0,1,1,8,4
